name,categ,X,Y,Z,color
Hallux valgus,Болезни ОДС и травмы,-14.711287,5.1732807,0.087059595,#30678D
HELLP-синдром,Женские болезни,7.911613,-1.0223176,-8.712523,#48196B
Абдоминальная мигрень,Нервные болезни,-1.9378357,-2.5801997,-12.138154,#440154
Абиотрофия сетчатки,Глазные болезни,-3.1917813,-11.44012,-2.8638234,#E7E419
Абсанс,Нервные болезни,-2.3489873,-4.4506764,-10.594405,#440154
Абсцедирующая пневмония,Болезни органов дыхания,7.180112,-4.855935,1.8455081,#1E988A
Абсцесс брюшной полости,Болезни органов пищеварения,6.954545,2.939109,4.3504877,#404387
Абсцесс головного мозга,Нервные болезни,-7.237324,6.475526,-5.9405932,#440154
Абсцесс дугласова пространства,Болезни органов пищеварения,7.1183724,3.268588,4.9524527,#404387
Абсцесс кишечника,Болезни органов пищеварения,7.6241074,1.4282593,5.126028,#404387
Абсцесс кожи,Кожные болезни,1.1940446,-2.1862435,8.240985,#42BE71
Абсцесс легкого,Болезни органов дыхания,6.7189417,-3.6291153,1.8031055,#1E988A
Абсцесс молочной железы,Болезни молочных желез,2.5959246,4.147461,7.202811,#462F7C
Абсцесс мошонки,Мужские болезни,6.989656,0.5584462,3.9699295,#79D151
Абсцесс мягких тканей,Болезни ОДС и травмы,6.518435,1.4776237,5.0777774,#30678D
Абсцесс носовой перегородки,"Болезни уха, горла, носа",-1.3685267,-0.347589,3.7604237,#208F8C
Абсцесс околочелюстной,Болезни зубов,0.6771517,-0.48493597,6.5823426,#FDE724
Абсцесс печени,Болезни органов пищеварения,8.611665,0.9049013,5.3102484,#404387
Абсцесс поджелудочной железы,Болезни органов пищеварения,8.499843,1.1407706,5.3655124,#404387
Абсцесс полости рта,Болезни зубов,0.56177765,-0.323778,6.462854,#FDE724
Абсцесс предстательной железы,Мужские болезни,11.158723,3.4648182,7.864967,#79D151
Абсцесс селезенки,Болезни органов пищеварения,7.2842402,1.8035692,4.607118,#404387
Абсцесс слюнной железы,Болезни зубов,3.258793,3.6449056,6.2279735,#FDE724
Абсцесс языкa,Болезни зубов,0.51153654,-0.2851466,6.265142,#FDE724
Абузусная головная боль,Нервные болезни,-3.112198,-6.7493134,-12.851832,#440154
Абулия,Психические расстройства,-6.342842,-2.64832,-14.7946,#BADE27
Агалактия,Болезни молочных желез,6.943259,7.4606047,-10.405156,#462F7C
Агаммаглобулинемия,Аллергические болезни,5.6882286,-2.8413851,-8.081969,#53C567
Агнозия,Нервные болезни,-7.2854614,-1.8968866,-10.017078,#440154
Агорафобия,Психические расстройства,-5.747278,-3.9193146,-19.851866,#BADE27
Агранулоцитарная ангина,"Болезни уха, горла, носа",3.3832426,-6.397378,5.823869,#208F8C
Агранулоцитоз,Болезни крови,6.642892,-3.1946664,-7.9017386,#A5DA35
Агрессивное поведение детей,Детские болезни,-10.1296,-2.7796206,-18.362297,#64CB5D
Адгезивный средний отит,"Болезни уха, горла, носа",-3.605902,-3.1740437,5.804996,#208F8C
Аденовирусная инфекция,Инфекционные болезни,7.563125,-8.17941,5.189376,#460C5F
Аденовирусный конъюнктивит,Глазные болезни,-2.3916836,-10.316396,6.0285807,#E7E419
Аденоз молочной железы,Болезни молочных желез,1.8022618,7.376263,4.8229766,#462F7C
Аденоидит,"Болезни уха, горла, носа",-0.6184524,-3.0261672,3.180081,#208F8C
Аденоидит у детей,Детские болезни,-1.2732933,-3.3514524,1.8675597,#64CB5D
Аденоиды,"Болезни уха, горла, носа",-1.3043306,-3.2172856,1.8946105,#208F8C
Аденоиды у детей,Детские болезни,-1.2686403,-3.370582,1.8547965,#64CB5D
Аденокарцинома желудка,Онкологические болезни,-4.094367,12.689867,4.412299,#482374
Аденокарцинома легкого,Онкологические болезни,-5.158292,8.642555,6.1781917,#482374
Аденокарцинома матки,Женские болезни,4.2761364,12.24196,3.7800002,#48196B
Аденокарцинома почки,Онкологические болезни,-5.4404283,11.078942,1.7171171,#482374
Аденокарцинома толстой кишки,Онкологические болезни,-2.0043907,13.614954,4.161846,#482374
Аденома бронха,Онкологические болезни,-5.992547,8.283338,7.500362,#482374
Аденома гипофиза,Нервные болезни,-3.4134207,9.271551,-1.3850899,#440154
Аденома молочной железы,Онкологические болезни,0.98468804,6.9775987,6.1482577,#482374
Аденома паращитовидных желез,Онкологические болезни,-1.8414384,10.817801,-0.13852185,#482374
Аденома предстательной железы,Онкологические болезни,7.25744,8.292812,-1.5511181,#482374
Аденома щитовидной железы,Онкологические болезни,-1.283249,10.979548,-0.7787488,#482374
Аденомиоз,Женские болезни,4.211389,11.730049,1.7696676,#48196B
Аденофлегмона,Болезни вен и лимфоузлов,1.1535224,-1.7879406,5.8059707,#1E9F88
Адентия,Болезни зубов,-14.232242,1.1570174,11.087074,#FDE724
Адипозогенитальная дистрофия,Эндокринные болезни,4.96322,4.7279487,-7.3996615,#29788E
Аднексит,Женские болезни,8.8652,3.370892,8.62768,#48196B
Адреногенитальный синдром,Женские болезни,4.5134788,6.0248003,-7.3501186,#48196B
Азиатский разрез глаз,Эстетические проблемы,-8.876352,-8.727947,12.961059,#23888D
Азооспермия,Мужские болезни,4.232522,8.1044855,-4.9314013,#79D151
Акалькулия,Нервные болезни,-7.35111,-1.8074242,-10.074354,#440154
Акантамебиаз,Инфекционные болезни,-4.138926,-8.227031,3.3251085,#460C5F
Акантамёбный кератит,Глазные болезни,-4.669611,-8.462807,3.1310434,#E7E419
Акне,Кожные болезни,-1.6784471,-8.078808,13.53385,#42BE71
Акрогерия семейная ,Кожные болезни,-1.793367,-2.5823317,11.454143,#42BE71
Акродерматит,Кожные болезни,0.38169742,-5.1145296,13.076604,#42BE71
Акродерматит Аллопо,Кожные болезни,-0.37355813,-4.451632,15.221794,#42BE71
Акромегалия,Эндокринные болезни,6.5739017,4.945193,-6.8923516,#29788E
Актинический дерматит,Кожные болезни,3.0758095,-9.355214,16.301043,#42BE71
Актинический кератоз,Кожные болезни,-2.3783,-5.0712957,14.856802,#42BE71
Актинический хейлит,Болезни зубов,0.18077277,-9.315892,12.637113,#FDE724
Актиномикоз,Кожные болезни,3.613683,-1.7836182,7.64318,#42BE71
Актиномикоз молочных желез,Болезни молочных желез,2.1588345,4.730955,7.9527125,#462F7C
Акустико-гностическая афазия,Нарушения речи,-7.975494,-2.362193,-10.423002,#345E8D
Акустико-мнестическая афазия,Нарушения речи,-8.118514,-2.2693007,-10.664972,#345E8D
Акустическая травма,"Болезни уха, горла, носа",-7.1263175,-7.2133894,-9.783061,#208F8C
Акушерские параличи,Детские болезни,-13.485192,-0.5681853,-2.1202748,#64CB5D
Акушерский перитонит,Женские болезни,10.473288,1.5303468,3.1790524,#48196B
Алалия,Нарушения речи,-9.574975,-2.540938,-11.719667,#345E8D
Алиментарная дистрофия,Болезни органов пищеварения,6.540812,0.8632418,-12.303694,#404387
Алкаптонурия,Ревматические болезни,-4.1173525,0.56060016,-7.4159365,#D2E11B
Алкоголизм,Наркологические проблемы,-1.9562153,-6.130428,-18.877943,#2D6F8E
Алкогольная болезнь печени,Болезни органов пищеварения,10.311526,-0.040028233,-6.2736855,#404387
Алкогольная депрессия,Наркологические проблемы,-3.63661,-3.6682847,-17.340652,#2D6F8E
Алкогольная нефропатия,Урологические болезни,7.834271,-0.45440015,-7.070649,#29AF7F
Алкогольная полиневропатия,Наркологические проблемы,-2.4188135,-2.882432,-13.725133,#2D6F8E
Алкогольная энцефалопатия,Наркологические проблемы,-2.089785,-4.633942,-16.167463,#2D6F8E
Алкогольная эпилепсия,Наркологические проблемы,-2.3986058,-5.051642,-15.566929,#2D6F8E
Алкогольный абстинентный синдром,Наркологические проблемы,-2.0067356,-4.8187914,-16.303076,#2D6F8E
Алкогольный бред ревности,Наркологические проблемы,-6.844276,-5.545859,-19.249866,#2D6F8E
Алкогольный галлюциноз,Наркологические проблемы,-3.5245678,-5.034873,-16.716305,#2D6F8E
Алкогольный гепатит,Болезни органов пищеварения,10.082072,-0.3699043,-6.305171,#404387
Алкогольный делирий,Наркологические проблемы,-2.9707067,-5.1212187,-16.466722,#2D6F8E
Алкогольный панкреатит,Болезни органов пищеварения,12.560917,0.72004557,-2.476842,#404387
Алкогольный цирроз печени,Болезни органов пищеварения,10.63744,0.6829875,-5.797558,#404387
Аллергическая крапивница,Аллергические болезни,2.6149445,-9.874179,10.40666,#53C567
Аллергическая риносинусопатия,Аллергические болезни,1.9449748,-10.643099,6.8684707,#53C567
Аллергическая энтеропатия,Аллергические болезни,1.7226135,-13.233018,9.4449835,#53C567
Аллергический  риноконъюнктивит ,Аллергические болезни,1.6460195,-10.590568,8.205362,#53C567
Аллергический альвеолит,Аллергические болезни,3.299661,-8.628736,0.643674,#53C567
Аллергический бронхолёгочный аспергиллёз,Аллергические болезни,3.2598295,-8.85612,0.9824254,#53C567
Аллергический васкулит,Аллергические болезни,6.963124,-6.2650394,-5.493257,#53C567
Аллергический гастрит,Аллергические болезни,1.7498553,-13.153052,9.532604,#53C567
Аллергический кератит,Аллергические болезни,-4.174123,-11.482799,4.9257536,#53C567
Аллергический контактный дерматит,Аллергические болезни,3.130745,-9.8266735,13.580326,#53C567
Аллергический конъюнктивит,Аллергические болезни,-0.3026726,-10.975893,6.8389535,#53C567
Аллергический конъюнктивит у детей,Аллергические болезни,-0.20865394,-10.9726,6.897108,#53C567
Аллергический отит,Аллергические болезни,1.7545518,-9.841872,7.9032025,#53C567
Аллергический ринит,Аллергические болезни,1.3960679,-10.56162,7.763105,#53C567
Аллергический стоматит,Болезни зубов,-7.6354637,-2.3314157,11.266234,#FDE724
Аллергический субсепсис,Аллергические болезни,5.518752,-2.2993095,-5.504398,#53C567
Аллергический хейлит,Аллергические болезни,1.0656846,-9.969043,12.171941,#53C567
Аллергия к протезным материалам,Аллергические болезни,-7.670486,-3.007173,10.169035,#53C567
Аллергия на алкоголь,Аллергические болезни,1.8931087,-12.807396,10.488,#53C567
Аллергия на домашних животных,Аллергические болезни,1.8000685,-11.244995,9.172416,#53C567
Аллергия на инсулин,Аллергические болезни,3.7275648,-11.761005,10.892182,#53C567
Аллергия на косметику,Аллергические болезни,3.1682138,-10.081043,14.136053,#53C567
Аллергия на латекс,Аллергические болезни,1.6217762,-10.974323,10.097509,#53C567
Аллергия на местные анестетики,Аллергические болезни,3.8065414,-11.773407,10.434118,#53C567
Аллергия на металл,Аллергические болезни,1.4607557,-11.042879,10.12029,#53C567
Аллергия на пенициллин,Аллергические болезни,3.7695067,-12.061792,9.867308,#53C567
Аллергия на плесень,Аллергические болезни,1.9060854,-11.681133,8.173373,#53C567
Аллергия на птиц,Аллергические болезни,1.9181786,-11.261531,8.825485,#53C567
Аллергия на пыль,Аллергические болезни,1.7658494,-11.612928,8.092474,#53C567
Аллергия на салицилаты,Аллергические болезни,2.486537,-11.468745,10.353063,#53C567
Аллергия на укусы насекомых,Аллергические болезни,2.720132,-11.2466755,9.231336,#53C567
Аллергия на цитрусовые,Аллергические болезни,1.9099545,-12.153496,9.759158,#53C567
Алопеция,Болезни волос,-2.936686,-10.379972,15.800814,#35B778
Алопеция у детей,Детские болезни,-2.6348906,-10.768261,15.610374,#64CB5D
Альбинизм,Наследственные болезни,-3.5011094,-11.772378,-4.0831656,#38568B
Альвеококкоз,Инфекционные болезни,9.447267,-1.9357402,5.315977,#460C5F
Альвеолит,Болезни зубов,-10.65466,1.5465539,13.874497,#FDE724
Альвеолярный протеиноз,Болезни органов дыхания,4.6317306,-6.344986,-0.6451422,#1E988A
Альгодисменорея,Женские болезни,5.0806417,9.808732,-10.1259985,#48196B
Альгоменорея,Женские болезни,5.013639,9.811402,-10.118221,#48196B
Альдостерома,Онкологические болезни,7.3939433,3.7324693,-7.1820784,#482374
Альтернирующие синдромы,Нервные болезни,-7.595662,-1.0069392,-7.6747913,#440154
Амавроз Лебера,Глазные болезни,-2.259535,-11.51575,-3.443629,#E7E419
Амавротическая идиотия,Нервные болезни,-1.853101,-2.475944,-8.602606,#440154
Амблиопия,Глазные болезни,-6.9941764,-11.385247,-4.1053767,#E7E419
Амебиаз,Инфекционные болезни,9.825316,-4.504675,5.1024857,#460C5F
Амебный абсцесс печени,Болезни органов пищеварения,8.8522625,-0.8625308,4.475614,#404387
Амелобластома,Онкологические болезни,-5.9051723,3.721679,5.4694653,#482374
Аменорея,Женские болезни,5.4462533,9.325836,-7.281267,#48196B
Аменция,Психические расстройства,-4.5332417,-5.1856203,-16.327776,#BADE27
Амилоидоз,Ревматические болезни,6.8809686,-3.8269567,-4.9606395,#D2E11B
Амилоидоз почек,Урологические болезни,6.9770975,-3.5613809,-4.834924,#29AF7F
Амилоидоз сердца,Болезни сердца и сосудов,0.06748544,5.7329845,-15.701324,#267F8E
Амиотрофия Верднига-Гоффмана,Наследственные болезни,-2.8514426,-0.8312809,-6.634216,#38568B
Амиотрофия Кугельберга-Веландера,Наследственные болезни,-4.083627,-1.0534468,-6.1265097,#38568B
Амнезия,Нервные болезни,-4.9041266,-2.6537619,-13.801351,#440154
Амниотический тяж,Женские болезни,8.101428,7.1993256,1.8298998,#48196B
Анальгетическая нефропатия,Урологические болезни,7.6071944,-0.32408008,-7.0467157,#29AF7F
Анальная трещина,Болезни толстого кишечника,13.564426,9.339739,2.1315558,#8DD644
Анальный зуд,Болезни толстого кишечника,5.863599,-0.86408377,13.414543,#8DD644
Анальный полип,Онкологические болезни,-1.7739484,14.844002,5.996866,#482374
Анапластический рак щитовидной железы,Онкологические болезни,-1.6377821,9.063284,5.20162,#482374
Анатомически узкий таз,Женские болезни,8.199049,17.291346,-0.63859683,#48196B
Анафилактический шок,Аллергические болезни,4.692713,0.2940162,-12.724432,#53C567
Анаэробная инфекция,Инфекционные болезни,8.493984,-3.218201,3.2172875,#460C5F
Ангидроз,Кожные болезни,-3.3104947,-8.80193,11.212157,#42BE71
Ангидротическая эктодермальная дисплазия,Наследственные болезни,0.42608303,2.6099825,-5.436547,#38568B
Ангина,"Болезни уха, горла, носа",4.9155464,-8.82886,6.5597982,#208F8C
Ангина при лейкозе,Онкологические болезни,3.3656669,-6.393401,5.8198495,#482374
Ангина у детей,Детские болезни,5.074289,-9.142961,6.335855,#64CB5D
Ангиодисплазия толстой кишки,Болезни толстого кишечника,11.2360115,4.5480437,2.542563,#8DD644
Ангиокератома,Кожные болезни,-1.5715982,-1.7292109,11.626084,#42BE71
Ангиолипома почки,Онкологические болезни,-1.9891196,8.238326,2.3281565,#482374
Ангиома,Онкологические болезни,-4.370178,4.8199415,4.632985,#482374
Ангиома глотки,Онкологические болезни,-3.8767767,3.7621806,6.5696607,#482374
Ангиоотек,Аллергические болезни,5.4147577,-0.88630176,-5.5106683,#53C567
Ангиосаркома печени,Онкологические болезни,-4.8008657,9.596443,2.6430354,#482374
Андробластома яичника,Женские болезни,2.3178914,11.446464,2.8588567,#48196B
Андрогенный дефицит,Мужские болезни,5.0151677,6.885277,-8.606936,#79D151
Аневризма аорты,Болезни сердца и сосудов,-3.901441,9.430671,-13.784021,#267F8E
Аневризма брюшной аорты,Болезни сердца и сосудов,-4.1407194,9.322314,-13.566238,#267F8E
Аневризма вены Галена,Детские болезни,-8.450881,4.435858,-8.180137,#64CB5D
Аневризма дуги аорты,Болезни сердца и сосудов,-3.7821133,9.380198,-13.921639,#267F8E
Аневризма нисходящего отдела грудной аорты,Болезни сердца и сосудов,-3.8718808,9.729445,-13.80477,#267F8E
Аневризма сердца,Болезни сердца и сосудов,-2.6337376,9.5861635,-13.669412,#267F8E
Аневризма синуса Вальсальвы,Болезни сердца и сосудов,-2.8487318,9.577572,-14.104765,#267F8E
Аневризмы сосудов головного мозга,Нервные болезни,-7.9228435,5.313919,-8.385221,#440154
Анемия Даймонда-Блекфена,Наследственные болезни,5.30984,-0.054576583,-7.670726,#38568B
Анемия у детей,Детские болезни,10.117597,0.97182447,-12.839323,#64CB5D
Анетодермия,Кожные болезни,-0.45810732,-3.1430078,11.423681,#42BE71
Анизометропия,Глазные болезни,-6.3709064,-10.782693,-3.6017559,#E7E419
Аниридия,Глазные болезни,-5.336692,-9.770171,-2.4455364,#E7E419
Анкилоблефарон,Глазные болезни,-4.781475,-7.896996,-0.853855,#E7E419
Анкилоз ВНЧС,Болезни зубов,-12.423841,2.517516,4.8078175,#FDE724
Анкилостомидоз,Инфекционные болезни,11.794035,-5.0300026,6.050563,#460C5F
Ановуляторное маточное кровотечение,Женские болезни,6.4655867,10.977591,-6.9350805,#48196B
Ановуляторный цикл,Женские болезни,7.073458,10.298964,-7.1106834,#48196B
Аногенитальный кондиломатоз,Онкологические болезни,0.47192684,1.1673837,16.566612,#482374
Анокопчиковый болевой синдром (Кокцигодиния),Болезни толстого кишечника,4.2556973,10.493791,-11.562141,#8DD644
Аномалии волос ,Болезни волос,-2.9686048,-10.108964,16.562843,#35B778
Аномалии женских половых органов,Женские болезни,7.7782187,11.702857,0.84528196,#48196B
Аномалии зубных рядов,Болезни зубов,-14.561514,0.5891734,10.072814,#FDE724
Аномалии зубов,Болезни зубов,-14.346932,1.5248095,10.434484,#FDE724
Аномалии пуповины,Женские болезни,9.192244,16.549107,-3.5839343,#48196B
Аномалии развития глаза,Детские болезни,-4.5911593,-8.839482,-2.7956018,#64CB5D
Аномалии развития головного мозга,Нервные болезни,-4.221016,2.9461467,-4.66733,#440154
Аномалии развития гортани,Детские болезни,9.753363,5.718469,1.8447787,#64CB5D
Аномалии развития желудка,Детские болезни,10.367503,5.251617,1.3641738,#64CB5D
Аномалии развития кишечника,Детские болезни,10.653217,5.252972,1.5690911,#64CB5D
Аномалии развития коленного сустава,Болезни ОДС и травмы,-13.78031,6.4540854,0.90579945,#30678D
Аномалии развития матки,Женские болезни,7.6668735,12.459578,0.8613111,#48196B
Аномалии развития пищевода,Детские болезни,9.979151,5.69856,1.8577756,#64CB5D
Аномалии развития поджелудочной железы,Детские болезни,9.739031,4.965442,0.42123678,#64CB5D
Аномалии развития позвоночника,Болезни ОДС и травмы,-12.252264,3.6095893,-5.420711,#30678D
Аномалии развития почек,Детские болезни,8.980575,5.3299675,-0.5111552,#64CB5D
Аномалии развития селезенки,Болезни органов пищеварения,9.156843,5.284984,0.22398706,#404387
Аномалии развития ушной раковины,Детские болезни,-3.7947335,-2.6665783,2.9196398,#64CB5D
Аномалии рефракции,Глазные болезни,-6.373851,-11.038338,-3.54801,#E7E419
Аномалии родовой деятельности,Женские болезни,11.422631,15.476381,-2.6070092,#48196B
Аномалии формы зубов,Болезни зубов,-14.449324,1.9853048,10.884163,#FDE724
Аномалии хрусталика,Глазные болезни,-6.7786493,-10.038631,-2.435293,#E7E419
Аномалии цветового зрения,Глазные болезни,-5.167306,-10.81777,-3.6785328,#E7E419
Аномалии яичек,Мужские болезни,3.7228827,5.7348824,-5.600873,#79D151
Аномалия Киари,Нервные болезни,-8.228677,1.7862061,-4.57548,#440154
Аномалия Кимерли,Нервные болезни,-8.461296,1.7617865,-5.3378787,#440154
Аномалия Эбштейна,Болезни сердца и сосудов,-1.4771091,8.995919,-15.668157,#267F8E
Аномальный дренаж легочных вен,Болезни сердца и сосудов,-3.2547555,9.31754,-16.02909,#267F8E
Аноргазмия,Психические расстройства,-5.7409916,0.62561816,-20.392796,#BADE27
Анорексия,Болезни органов пищеварения,-1.903351,-4.1100407,-19.611387,#404387
Анофтальм,Глазные болезни,-5.3220253,-8.677414,-2.0660858,#E7E419
Антенатальная гибель плода,Женские болезни,9.587969,15.510457,-4.154517,#48196B
Антибиотик-ассоциированная диарея,Болезни органов пищеварения,14.241211,-2.397202,1.3551514,#404387
Антифосфолипидный синдром,Иммунные болезни,8.198606,-3.035128,-6.0191956,#443982
Антракоз,Болезни органов дыхания,3.818835,-7.2512355,-0.3763392,#1E988A
Антральный гастрит,Болезни органов пищеварения,16.792295,0.8538493,0.0058148615,#404387
Аортальная недостаточность,Болезни сердца и сосудов,-1.3195333,7.5590277,-16.369806,#267F8E
Аортальный стеноз,Болезни сердца и сосудов,-1.3157704,8.2365055,-17.027708,#267F8E
Аортит,Болезни сердца и сосудов,8.265794,-5.5276937,-2.2326534,#267F8E
Апаллический синдром,Нервные болезни,-6.989544,0.41110837,-9.653994,#440154
Апикальный периодонтит,Болезни зубов,-9.877943,2.9621572,12.998354,#FDE724
Апластическая анемия,Болезни крови,7.0188484,-3.8542316,-9.0507145,#A5DA35
Апноэ недоношенных,Детские болезни,1.7856376,0.6565389,-13.535539,#64CB5D
Апоплексия гипофиза,Нервные болезни,-5.71552,5.908511,-3.6443624,#440154
Апоплексия яичника,Женские болезни,2.7961125,13.81511,1.025042,#48196B
Апостематозный пиелонефрит,Урологические болезни,8.588454,-0.26911244,2.6965299,#29AF7F
Аппендикулярно-генитальный синдром,Женские болезни,8.179474,2.666648,8.132422,#48196B
Аппендикулярный абсцесс,Болезни органов пищеварения,7.5731707,3.0185263,4.805607,#404387
Аппендицит,Болезни органов пищеварения,10.033934,3.0602047,5.022364,#404387
Аппендицит у детей,Детские болезни,10.241569,3.461677,4.728941,#64CB5D
Апраксия,Нервные болезни,-7.8052864,-1.5189179,-10.214064,#440154
Арахнодактилия,Болезни ОДС и травмы,-1.1793213,1.5020715,-3.5380483,#30678D
Арахноидальная киста головного мозга,Нервные болезни,-5.7661796,5.031086,-6.7846355,#440154
Арахноидит,Нервные болезни,-6.27057,4.065887,-5.3819523,#440154
Аргироз,Кожные болезни,-4.200788,-6.410631,13.064392,#42BE71
Аритмия,Болезни сердца и сосудов,-1.5719075,3.3437865,-16.959274,#267F8E
Аритмия у детей,Детские болезни,-1.1829543,2.1749413,-16.640621,#64CB5D
Аритмогенная правожелудочковая кардиомиопатия,Наследственные болезни,-0.8417053,1.9282807,-14.787479,#38568B
Артериальная гипертензия,Болезни сердца и сосудов,-2.9178329,5.004487,-11.950525,#267F8E
Артериальная гипертензия у детей,Детские болезни,-1.6536456,2.8172612,-12.741498,#64CB5D
Артериальная гипотония,Болезни сердца и сосудов,-2.3433435,1.9125646,-12.978055,#267F8E
Артериовенозная аневризма легких,Болезни органов дыхания,-2.0618305,8.177164,-12.969194,#1E988A
Артериовенозные мальформации головного мозга,Нервные болезни,-8.228667,4.567165,-8.082234,#440154
Артериовенозные мальформации спинного мозга,Нервные болезни,-8.584536,4.0877624,-7.5155244,#440154
Артралгии,Ревматические болезни,-9.966651,-2.4470475,0.7064467,#D2E11B
Артрит ВНЧС,Болезни зубов,-11.588994,-1.7450131,2.5227249,#FDE724
Артрит голеностопного сустава,Ревматические болезни,-11.78489,-1.5843726,1.5761346,#D2E11B
Артрит коленного сустава,Ревматические болезни,-11.910398,-1.4007176,1.6758387,#D2E11B
Артрит пальцев,Ревматические болезни,-11.849202,-0.86881113,0.7067933,#D2E11B
Артрит плечевого сустава,Ревматические болезни,-12.148924,-1.2715683,1.8374376,#D2E11B
Артрит стопы,Ревматические болезни,-11.919021,-0.8734231,0.82673246,#D2E11B
Артрит тазобедренного сустава,Ревматические болезни,-11.864485,-1.463142,1.7973591,#D2E11B
Артрит у детей,Детские болезни,-10.374952,-3.9518766,1.6058309,#64CB5D
Артриты,Ревматические болезни,-11.232053,-2.980894,1.7521507,#D2E11B
Артроз,Болезни ОДС и травмы,-12.504455,1.2415303,1.7399777,#30678D
Артроз ВНЧС,Болезни зубов,-12.261433,2.4541023,4.6032495,#FDE724
Артроз голеностопного сустава,Болезни ОДС и травмы,-12.234463,1.4419343,1.8814439,#30678D
Артроз плечевого сустава,Болезни ОДС и травмы,-12.276093,1.3172501,1.7995236,#30678D
Артропатии,Болезни ОДС и травмы,-9.955428,-2.2072692,0.7457043,#30678D
Асбестоз,Болезни органов дыхания,3.8349893,-7.4863935,-0.4489949,#1E988A
Асептический перитонит,Болезни органов пищеварения,9.710839,1.0702958,2.5346124,#404387
Асимметрия груди,Эстетические проблемы,0.3911605,4.4547653,4.5922236,#23888D
Аскаридоз,Инфекционные болезни,11.582466,-5.184844,5.664701,#460C5F
Аскаридоз у детей,Детские болезни,12.499799,-5.330992,4.909639,#64CB5D
Аспергиллез,Инфекционные болезни,6.9009194,-5.1798406,5.5346456,#460C5F
Аспергиллез головного мозга,Нервные болезни,-0.18927245,-5.125639,-4.782064,#440154
Аспирационная пневмония,Болезни органов дыхания,7.6291375,-4.584539,1.4626203,#1E988A
Аспириновая бронхиальная астма,Болезни органов дыхания,4.7198744,-10.966696,-0.26505432,#1E988A
Аспления,Болезни органов пищеварения,7.690861,-1.5234053,-5.080227,#404387
Ассимиляция атланта,Нервные болезни,-9.1050005,1.7778265,-4.6121182,#440154
Астения,Нервные болезни,-3.6655252,-2.1171608,-15.602872,#440154
Астенопия,Глазные болезни,-6.5605197,-11.152893,-5.0508714,#E7E419
Астигматизм,Глазные болезни,-6.9402647,-12.307652,-3.6799653,#E7E419
Астигматизм у детей,Детские болезни,-7.85191,-12.196527,-4.0446362,#64CB5D
Астматический бронхит,Аллергические болезни,5.3160095,-10.054821,1.6356823,#53C567
Астматический статус,Аллергические болезни,1.58413,0.7001001,-15.18466,#53C567
Астроцитома головного мозга,Нервные болезни,-5.138182,6.8111773,-2.55966,#440154
Асфиксия,Болезни органов дыхания,2.739574,1.3470497,-13.824227,#1E988A
Асфиксия новорожденного,Женские болезни,2.106714,1.3664194,-12.752201,#48196B
Асцит,Болезни органов пищеварения,6.5270543,-0.2646217,1.1319681,#404387
Атаксии,Нервные болезни,-5.6230917,-0.88328046,-7.5141616,#440154
Атаксия Фридрейха,Нервные болезни,-4.6305337,-0.76397604,-7.7362576,#440154
Ателектаз легких у новорожденных,Детские болезни,3.9496574,-3.122381,-0.48750457,#64CB5D
Ателектаз легкого,Болезни органов дыхания,4.35455,-3.7956982,-0.17276156,#1E988A
Ателостеогенез,Наследственные болезни,1.856514,1.1566947,-4.8099856,#38568B
Атерома,Кожные болезни,1.1291375,2.0512774,10.668589,#42BE71
Атеросклероз,Болезни сердца и сосудов,-3.443547,5.0318613,-10.705289,#267F8E
Атеросклероз сосудов головного мозга,Нервные болезни,-3.8518033,2.413272,-10.898632,#440154
Атеросклеротический кардиосклероз,Болезни сердца и сосудов,-0.9986328,5.4329696,-15.278498,#267F8E
Атетоз,Нервные болезни,-5.398613,-2.5986898,-8.13536,#440154
Атипическая гиперплазия эндометрия,Женские болезни,4.08704,12.3387785,0.55921954,#48196B
Атипичная пневмония,Болезни органов дыхания,7.8597684,-7.2294664,3.120729,#1E988A
Атония желудка,Болезни органов пищеварения,14.808894,2.9471414,1.0910767,#404387
Атония кишечника,Болезни органов пищеварения,15.747158,-0.7084702,-1.7776539,#404387
Атопическая бронхиальная астма,Аллергические болезни,4.77494,-10.604405,-0.025199011,#53C567
Атопический дерматит,Аллергические болезни,0.9684978,-10.611374,13.258492,#53C567
Атопический дерматит у детей,Аллергические болезни,0.73715955,-10.823977,13.595307,#53C567
Атопический хейлит,Аллергические болезни,1.0715412,-9.994021,12.470228,#53C567
Атрезия влагалища,Женские болезни,9.518934,10.526186,1.3621633,#48196B
Атрезия девственной плевы,Женские болезни,9.826292,10.510067,1.5873969,#48196B
Атрезия желчных ходов,Детские болезни,13.595612,5.754622,-2.1986566,#64CB5D
Атрезия заднего прохода и прямой кишки,Детские болезни,11.582747,7.6337795,2.3861172,#64CB5D
Атрезия матки,Женские болезни,8.466345,12.451527,1.6484587,#48196B
Атрезия пищевода,Детские болезни,10.548372,6.680468,2.9594967,#64CB5D
Атрезия слухового прохода,"Болезни уха, горла, носа",-3.8436291,-2.4302056,2.7218196,#208F8C
Атрезия трехстворчатого клапана,Болезни сердца и сосудов,-2.1231594,9.098761,-16.000385,#267F8E
Атрезия хоан,"Болезни уха, горла, носа",-3.0737042,-0.8139652,2.3604407,#208F8C
Атриовентрикулярная блокада,Болезни сердца и сосудов,-1.2865546,4.1627536,-17.596428,#267F8E
