name,categ,X,Y,color
Синдром (болезнь) Рейтера,Ревматические болезни,-3.8768077,-8.030152,#30678D
Синдром WPW,Болезни сердца и сосудов,6.723067,-6.9969616,#23888D
Синдром Аарскога-Скотта ,Наследственные болезни,-1.9389641,-9.407265,#29788E
Синдром Апера ,Наследственные болезни,-3.2849483,-6.4464335,#29788E
Синдром Аспергера,Детские болезни,0.38998652,-5.323428,#443982
Синдром аспирации мекония,Детские болезни,-0.1765704,-3.517318,#443982
Синдром Ашерсона,Иммунные болезни,-4.1805477,-1.6602492,#462F7C
Синдром Бадда-Киари,Болезни органов пищеварения,4.8288813,6.0467234,#345E8D
Синдром Барретта,Болезни органов пищеварения,4.44116,4.5014873,#345E8D
Синдром Барттера,Урологические болезни,-3.4832842,7.7547483,#E7E419
Синдром беспокойных ног,Нервные болезни,-0.2853763,-12.423309,#267F8E
Синдром Бланда-Уайта-Гарланда,Болезни сердца и сосудов,7.307164,-7.144063,#23888D
Синдром Блоха-Сульцбергера,Наследственные болезни,-5.199218,-9.283963,#29788E
Синдром Богорада,Глазные болезни,-14.708702,-0.93475413,#79D151
Синдром Брике,Психические расстройства,-3.3149002,-17.789785,#48196B
Синдром Бругада ,Наследственные болезни,1.8005269,-9.443686,#29788E
Синдром Ваарденбурга ,Наследственные болезни,-4.5896354,-8.785634,#29788E
Синдром верхней полой вены,Болезни органов дыхания,6.4887743,-1.3512595,#208F8C
Синдром Веста,Нервные болезни,0.22081305,-13.210696,#267F8E
Синдром Вильсона-Микити,Детские болезни,1.1890363,-4.680237,#443982
Синдром Вильямса ,Наследственные болезни,-2.1452415,-11.786699,#29788E
Синдром внезапной детской смерти,Детские болезни,2.8256013,-6.773884,#443982
Синдром вялого ребенка ,Детские болезни,-0.25296885,-4.6275463,#443982
Синдром Гайе-Вернике,Нервные болезни,-2.9878151,-11.272633,#267F8E
Синдром Ганзера,Психические расстройства,-2.0030227,-17.59344,#48196B
Синдром Гарднера,Наследственные болезни,-5.1644473,-6.5822363,#29788E
Синдром Геллера,Детские болезни,0.5258714,-5.3971677,#443982
Синдром Гийена-Барре,Нервные болезни,0.4636271,-9.217984,#267F8E
Синдром гипервозбудимости у детей,Детские болезни,1.4905676,-5.7188396,#443982
Синдром гиперстимуляции яичников,Женские болезни,-9.695841,10.763403,#29AF7F
Синдром гипоплазии левых отделов сердца,Болезни сердца и сосудов,7.937439,-7.1806145,#23888D
Синдром Горнера,Глазные болезни,-15.43535,-0.9540036,#79D151
Синдром Гудпасчера,Ревматические болезни,-3.9775891,-0.5148159,#30678D
Синдром Дауна,Детские болезни,-0.2142656,-5.3293934,#443982
Синдром Джанотти-Крости ,Детские болезни,-2.3122106,-3.80084,#443982
Синдром Ди Джорджи ,Наследственные болезни,-3.6395552,-11.5046,#29788E
Синдром длительного раздавливания,Болезни ОДС и травмы,-8.808659,-12.709435,#2D6F8E
Синдром Драве ,Детские болезни,-1.225642,-4.8574147,#443982
Синдром дыхательных расстройств,Детские болезни,-0.40853107,-3.5523543,#443982
Синдром желтого ногтя ,Кожные болезни,-14.328413,-6.788816,#FDE724
Синдром Жильбера,Детские болезни,-1.4418886,-4.0511065,#443982
Синдром Жубер ,Наследственные болезни,-1.4133799,-7.7651343,#29788E
Синдром запястного канала,Нервные болезни,-0.41857922,-11.062725,#267F8E
Синдром Золлингера - Эллисона,Онкологические болезни,-6.278767,2.8278117,#404387
Синдром истощения яичников,Женские болезни,-8.513247,10.374792,#29AF7F
Синдром Иценко-Кушинга (гиперкортицизм),Эндокринные болезни,-6.807856,4.2350082,#53C567
Синдром Карлсона у детей,Детские болезни,-2.5520968,-3.3769724,#443982
Синдром Клайнфельтера,Детские болезни,-0.08464872,-3.8445227,#443982
Синдром Клиппеля-Фейля,Нервные болезни,0.21267964,-12.164539,#267F8E
Синдром Коккейна ,Наследственные болезни,-5.4639015,-7.3202033,#29788E
Синдром короткой кишки,Болезни органов пищеварения,4.533288,5.854305,#345E8D
Синдром кошачьего крика,Детские болезни,-0.25376177,-3.933379,#443982
Синдром красного глаза,Глазные болезни,-15.285918,-2.2688258,#79D151
Синдром Криглера-Найяра ,Наследственные болезни,-4.9445105,-7.4142385,#29788E
Синдром Крузона ,Наследственные болезни,-3.864105,-8.435274,#29788E
Синдром Лайелла,Аллергические болезни,-8.881611,-6.4211,#3D4C89
Синдром Ламберта-Итона,Иммунные болезни,-3.257385,-3.3044684,#462F7C
Синдром Ландау-Клеффнера,Нервные болезни,-1.674741,-17.956522,#267F8E
Синдром Лемьера,"Болезни уха, горла, носа",-3.4703085,-1.5545294,#1E9F88
Синдром Леннокса-Гасто,Нервные болезни,-0.776137,-10.355576,#267F8E
Синдром Ли ,Наследственные болезни,-4.9176483,-10.174245,#29788E
Синдром Линча,Онкологические болезни,-7.214014,3.5683222,#404387
Синдром Луи-Бар,Нервные болезни,-0.94094014,-11.375062,#267F8E
Синдром Маклеода,Болезни органов дыхания,7.0174913,-1.2328134,#208F8C
Синдром мальдигестии,Болезни органов пищеварения,5.4136767,5.051245,#345E8D
Синдром Маркуса Гунна ,Глазные болезни,-15.554737,-0.32637143,#79D151
Синдром Марфана,Детские болезни,-0.40011686,-3.6816986,#443982
Синдром Маугли,Детские болезни,1.575026,-7.15846,#443982
Синдром Мендельсона,Болезни органов дыхания,6.349591,-1.3269317,#208F8C
Синдром Мириззи,Болезни органов пищеварения,3.9206078,5.4269996,#345E8D
Синдром множественных эндокринных неоплазий,Онкологические болезни,-8.013336,2.6204717,#404387
Синдром молчащего синуса,"Болезни уха, горла, носа",-8.140417,-1.4490745,#1E9F88
Синдром Мюнхгаузена,Психические расстройства,-1.6938426,-18.067783,#48196B
Синдром нарциссизма,Психические расстройства,-2.15933,-17.557539,#48196B
Синдром Нунан ,Наследственные болезни,-5.0449305,-8.832668,#29788E
Синдром Оппенгейма,Нервные болезни,-0.80039215,-10.985469,#267F8E
Синдром отличника,Детские болезни,-1.858393,-1.9473648,#443982
Синдром Панайотопулоса,Нервные болезни,1.0342774,-11.414498,#267F8E
Синдром Патау,Детские болезни,-1.3900807,-3.5030272,#443982
Синдром патологического фантазирования у детей,Детские болезни,0.75575054,-5.7261267,#443982
Синдром позвоночной артерии,Нервные болезни,0.1402147,-11.826458,#267F8E
Синдром Поланда,Болезни ОДС и травмы,-11.790667,-14.621929,#2D6F8E
Синдром Пфайффера ,Наследственные болезни,-4.571215,-9.383995,#29788E
Синдром раздражения кишечника (СРК),Болезни толстого кишечника,1.6698538,7.814359,#D2E11B
Синдром раздраженного кишечника у детей,Детские болезни,-0.16653036,-4.2642884,#443982
Синдром Райли-Дея,Наследственные болезни,2.0126073,-8.496147,#29788E
Синдром Рамсея Ханта,Нервные болезни,-1.1181948,-12.07341,#267F8E
Синдром ранней детской невропатии,Детские болезни,-0.5680082,-4.825263,#443982
Синдром распада опухоли,Онкологические болезни,-6.3512564,4.031244,#404387
Синдром резистентных яичников,Женские болезни,-8.480793,9.974692,#29AF7F
Синдром Рейе,Болезни органов пищеварения,3.703328,4.1909146,#345E8D
Синдром Рейно,Ревматические болезни,-5.822239,-8.688581,#30678D
Синдром Ретта ,Наследственные болезни,-3.3608184,-8.675267,#29788E
Синдром Рея,Нервные болезни,-1.0301127,-11.825724,#267F8E
Синдром Рокитанского-Кюстнера,Женские болезни,-9.505624,9.983028,#29AF7F
Синдром Рубинштейна-Тейби ,Наследственные болезни,-3.3553236,-9.917845,#29788E
Синдром Русси-Леви,Наследственные болезни,-0.060957424,-12.511217,#29788E
Синдром Свита,Кожные болезни,-13.641592,-6.48847,#FDE724
Синдром Сезари,Кожные болезни,-13.173751,-6.947318,#FDE724
Синдром слабого синусового узла,Болезни сердца и сосудов,6.8883867,-6.5244217,#23888D
Синдром сонных апноэ,Болезни органов дыхания,5.842812,-2.1961114,#208F8C
Синдром Сотоса ,Наследственные болезни,-3.9525292,-8.393644,#29788E
Синдром средней доли,Болезни органов дыхания,5.795724,-2.1119032,#208F8C
Синдром Стентона-Капдепона ,Болезни зубов,-18.021059,4.2233214,#22A784
Синдром Стерджа-Вебера,Нервные болезни,-4.951099,-13.081126,#267F8E
Синдром Стивенса-Джонсона,Аллергические болезни,-8.426252,-6.374299,#3D4C89
Синдром сухого глаза,Глазные болезни,-19.771765,2.9826286,#79D151
Синдром тестикулярной феминизации,Наследственные болезни,-12.246178,6.3865047,#29788E
Синдром Титце,Болезни ОДС и травмы,-6.5331874,-11.629054,#2D6F8E
Синдром токсического шока,Женские болезни,-7.3550725,9.361269,#29AF7F
Синдром Туретта,Детские болезни,1.5739727,-6.998591,#443982
Синдром удлиненного интервала QT,Наследственные болезни,-2.9484763,-9.891711,#29788E
Синдром Ундины ,Наследственные болезни,-4.7579565,-8.0674925,#29788E
Синдром уходов и бродяжничества,Детские болезни,1.1746062,-6.295627,#443982
Синдром Фелти,Ревматические болезни,-4.0127087,-10.401454,#30678D
Синдром Фукса,Глазные болезни,-17.039665,-3.7609243,#79D151
Синдром Хайнера,Аллергические болезни,-6.9604697,-5.074334,#3D4C89
Синдром Хантера,Детские болезни,-0.6690489,-6.978278,#443982
Синдром хронической тазовой боли у женщин,Женские болезни,-5.2645836,10.743694,#29AF7F
Синдром хронической усталости,Нервные болезни,2.3717782,-7.2362065,#267F8E
Синдром Чарлина,Глазные болезни,-13.570949,-2.2545779,#79D151
Синдром Черджа-Стросс,Ревматические болезни,-3.2546341,-7.3872647,#30678D
Синдром Шарпа,Ревматические болезни,-4.025936,-8.2996025,#30678D
Синдром Шая-Дрейджера,Нервные болезни,-0.20713018,-11.829433,#267F8E
Синдром Швахмана-Даймонда,Наследственные болезни,-3.360878,-7.8762712,#29788E
Синдром Шерешевского-Тёрнера,Детские болезни,-3.3329554,-2.8368087,#443982
Синдром Шихана,Женские болезни,-6.8411865,9.69944,#29AF7F
Синдром Эдвардса,Детские болезни,-0.1815344,-6.1107907,#443982
Синдром Элерса - Данлоса,Детские болезни,-1.2355914,-4.938159,#443982
Синдром эозинофилии-миалгии,Иммунные болезни,-5.8753223,-2.3114972,#462F7C
Синехии полости носа,"Болезни уха, горла, носа",-7.9548254,-2.2663486,#1E9F88
Синоаурикулярная блокада,Болезни сердца и сосудов,8.347331,-8.30366,#23888D
Синовиома,Онкологические болезни,-8.099855,3.735581,#404387
Синовит,Болезни ОДС и травмы,-8.646943,-14.312978,#2D6F8E
Синовит голеностопного сустава,Болезни ОДС и травмы,-9.726668,-14.131382,#2D6F8E
Синовит коленного сустава,Болезни ОДС и травмы,-7.7926,-14.761425,#2D6F8E
Синовит плечевого сустава,Болезни ОДС и травмы,-8.563146,-13.528623,#2D6F8E
Синовит тазобедренного сустава,Болезни ОДС и травмы,-9.677736,-13.909033,#2D6F8E
Синостоз,Болезни ОДС и травмы,-8.740458,-12.273095,#2D6F8E
Синусит,"Болезни уха, горла, носа",-6.6241484,-3.089144,#1E9F88
Сирингома,Кожные болезни,-13.785326,-7.1795053,#FDE724
Сирингомиелия,Нервные болезни,-1.9773555,-13.695159,#267F8E
Системная красная волчанка (СКВ),Ревматические болезни,-5.377002,-7.0966897,#30678D
Системная склеродермия,Иммунные болезни,-3.0177214,-3.465313,#462F7C
Системные васкулиты,Ревматические болезни,-5.655014,-4.0144143,#30678D
Сифилис ,Венерические болезни,-12.836779,6.645527,#1E988A
Сифилис глаза и его придатков,Венерические болезни,-12.729691,6.749839,#1E988A
Сифилис молочных желез,Болезни молочных желез,-18.276281,7.1395016,#460C5F
Сифилис полости рта ,Болезни зубов,-19.183662,5.29959,#22A784
Сифилис у женщин,Венерические болезни,-13.857651,7.228958,#1E988A
Скарлатина,Инфекционные болезни,-1.1261353,-0.1062405,#42BE71
Сквамозная эпидермофития,Кожные болезни,-11.728319,-6.6268864,#FDE724
Складчатый язык ,Болезни зубов,-17.947168,7.335646,#22A784
Склерема новорожденных,Детские болезни,-0.55396485,-3.2645905,#443982
Склерит ,Глазные болезни,-16.53559,-4.867412,#79D151
Склероатрофический лишай,Кожные болезни,-13.574023,-8.023411,#FDE724
Склеродермия,Кожные болезни,-13.465631,-8.117701,#FDE724
Склерозирующий холангит,Болезни органов пищеварения,4.463959,4.760348,#345E8D
Склерома,"Болезни уха, горла, носа",-6.283634,-3.0571253,#1E9F88
Сколиоз,Болезни ОДС и травмы,-10.070678,-14.538703,#2D6F8E
Сколиоз у детей,Детские болезни,-1.9976187,-2.4516368,#443982
Скрытый сифилис,Венерические болезни,-13.644754,7.735218,#1E988A
Скученность зубов ,Болезни зубов,-17.731108,4.037909,#22A784
Слабость родовой деятельности,Женские болезни,-8.509123,9.933239,#29AF7F
Слепота,Глазные болезни,-13.613432,-1.3035035,#79D151
Сложный пигментный невус,Кожные болезни,-11.845617,-4.6450768,#FDE724
Слоящиеся ногти,Косметические проблемы,-16.111242,-13.022721,#482374
Смешанная бронхиальная астма,Аллергические болезни,-9.562838,-6.5919027,#3D4C89
Смешанная деменция,Психические расстройства,-2.2864764,-18.678946,#48196B
Смешанное заикание,Нервные болезни,-0.57829094,-10.651131,#267F8E
Снежная слепота,Глазные болезни,-14.701777,-0.47442174,#79D151
Снижение либидо,Мужские болезни,-12.762006,3.063544,#35B778
Содоку,Инфекционные болезни,2.1996326,0.50166297,#42BE71
Соединительнотканная дисплазия,Ревматические болезни,-4.009097,-6.3058834,#30678D
Солнечная эритема,Кожные болезни,-12.998277,-6.6473494,#FDE724
Солнечный дерматит,Аллергические болезни,-9.637656,-7.983312,#3D4C89
Солнечный удар,Болезни ОДС и травмы,-6.6240973,-13.418693,#2D6F8E
Соматостатинома,Онкологические болезни,-3.8981197,2.63702,#404387
Соматоформная дисфункция вегетативной нервной системы,Психические расстройства,-1.5059421,-18.117725,#48196B
Соматоформное расстройство,Психические расстройства,-2.1738446,-18.581425,#48196B
Сомнамбулизм,Нервные болезни,-4.817866,-9.052274,#267F8E
Сонная болезнь,Инфекционные болезни,0.14216794,-0.08743178,#42BE71
Сосудистая деменция,Психические расстройства,1.8709717,-18.580997,#48196B
Сосудистая миелопатия,Нервные болезни,-1.7137285,-10.072098,#267F8E
Сосудистые звездочки,Косметические проблемы,-16.387678,-15.35337,#482374
Сотрясение головного мозга,Нервные болезни,-0.53236127,-12.237226,#267F8E
Сотрясение головного мозга у ребенка,Детские болезни,-0.10611331,-2.5062058,#443982
Социофобия,Психические расстройства,-2.5003395,-17.515293,#48196B
Сочетанные пороки сердца,Болезни сердца и сосудов,7.6292,-7.5301647,#23888D
Спаечная болезнь,Болезни органов пищеварения,4.862688,4.7603135,#345E8D
Спаечная кишечная непроходимость,Болезни органов пищеварения,5.484086,5.2431035,#345E8D
Спазм аккомодации,Детские болезни,-1.8123907,-3.932371,#443982
Спазм анального сфинктера,Болезни толстого кишечника,1.5448425,8.850187,#D2E11B
Спазм кишечника,Болезни органов пищеварения,4.663982,6.496083,#345E8D
Спазм пищевода,Болезни органов пищеварения,4.8437357,6.090764,#345E8D
Спазм сфинктера Одди,Болезни органов пищеварения,4.974792,5.059188,#345E8D
Спазмофилия,Детские болезни,1.3380536,-4.1037183,#443982
Спайки в малом тазу,Женские болезни,-7.738409,9.757933,#29AF7F
Спайки маточных труб,Женские болезни,-8.490357,10.066109,#29AF7F
Спайсовая зависимость,Наркологические проблемы,-7.030388,-19.97382,#64CB5D
Спастическая диплегия,Нервные болезни,0.15798213,-11.439186,#267F8E
Сперматоцеле,Мужские болезни,-14.718843,4.95999,#35B778
Специфические расстройства развития школьных навыков,Детские болезни,-1.438499,-4.3873534,#443982
Спинальное эпидуральное кровоизлияние,Нервные болезни,-0.73149896,-12.338312,#267F8E
Спинальные амиотрофии,Наследственные болезни,-2.745596,-12.32976,#29788E
Спинальный арахноидит,Нервные болезни,-1.938978,-11.994008,#267F8E
Спинальный инсульт,Нервные болезни,-0.78085685,-12.665871,#267F8E
Спинальный эпидуральный абсцесс,Нервные болезни,-0.5754721,-10.954812,#267F8E
Спиноцеребеллярные атаксии ,Наследственные болезни,-3.9233506,-8.4451885,#29788E
Спленомегалия,Болезни органов пищеварения,3.273289,4.3120613,#345E8D
Спондилез,Болезни ОДС и травмы,-7.986961,-14.480045,#2D6F8E
Спондилоартроз,Болезни ОДС и травмы,-8.3802395,-14.208671,#2D6F8E
Спондилолиз,Болезни ОДС и травмы,-8.966146,-12.109486,#2D6F8E
Спондилолистез,Болезни ОДС и травмы,-8.406785,-13.746667,#2D6F8E
Спондилоэпифизарная дисплазия ,Наследственные болезни,-4.8147774,-8.517452,#29788E
Спонтанный пневмоторакс,Болезни органов дыхания,6.7763085,-1.8701042,#208F8C
Спру,Болезни органов пищеварения,3.7569695,6.2490625,#345E8D
Сращение малых половых губ,Детские болезни,-2.184757,-3.2827625,#443982
Сращение почек,Урологические болезни,-3.2892168,6.690474,#E7E419
Средний кариес,Болезни зубов,-17.41138,2.0474498,#22A784
Стабильная стенокардия,Болезни сердца и сосудов,7.5520344,-6.685477,#23888D
Старение кожи,Косметические проблемы,-14.845549,-13.950928,#482374
Старческая кератома,Кожные болезни,-13.157536,-7.8659544,#FDE724
Старческое лентиго,Кожные болезни,-14.755629,-8.816441,#FDE724
Стафилодермия,Кожные болезни,-13.720655,-7.7781334,#FDE724
Стафилодермия новорожденных,Детские болезни,-7.5273876,-5.4960947,#443982
Стафилококковая пневмония,Болезни органов дыхания,6.9564238,-2.2335918,#208F8C
Стафилома ,Глазные болезни,-14.393009,-1.2953112,#79D151
Стеноз двенадцатиперстной кишки,Болезни органов пищеварения,3.936455,4.9212074,#345E8D
Стеноз пищевода,Болезни органов пищеварения,7.0933,5.2188263,#345E8D
Стеноз почечных артерий,Урологические болезни,7.0081053,-2.41988,#E7E419
Стеноз прямой кишки,Болезни толстого кишечника,0.8504499,7.7751927,#D2E11B
Стеноз трахеи и бронхов,Болезни органов дыхания,5.5231814,-0.5052805,#208F8C
Стеноз устья легочной артерии,Болезни сердца и сосудов,6.5747867,-7.2284718,#23888D
Стеноз цервикального канала,Женские болезни,-10.595594,11.36208,#29AF7F
Стенозирующий лигаментит,Болезни ОДС и травмы,-8.364265,-13.464973,#2D6F8E
Стенокардия,Болезни сердца и сосудов,5.88832,-7.182777,#23888D
Стенокардия напряжения,Болезни сердца и сосудов,7.4739504,-6.7258167,#23888D
Стенокардия покоя,Болезни сердца и сосудов,10.256673,-5.1247053,#23888D
Стенокардия Принцметала,Болезни сердца и сосудов,8.883589,-9.168097,#23888D
Стертая дизартрия,Нарушения речи,4.969017,-11.564904,#BADE27
Столбняк,Инфекционные болезни,2.5804207,-3.6081321,#42BE71
Стоматит у детей,Детские болезни,0.35230386,-3.7169776,#443982
Стоматиты,Болезни зубов,-18.895485,3.1551507,#22A784
Стрептодермия,Кожные болезни,-12.221482,-5.552629,#FDE724
Стрептодермия у детей,Детские болезни,0.468149,-5.6426206,#443982
Стрептококковая пневмония,Болезни органов дыхания,6.9098697,-1.1431084,#208F8C
Стрептококковое импетиго,Кожные болезни,-13.41809,-6.425951,#FDE724
Стрептококковые инфекции,Инфекционные болезни,0.59861505,0.5471858,#42BE71
Стрессовая язва,Болезни органов пищеварения,3.7723763,4.448059,#345E8D
Стриктура мочеточника,Урологические болезни,-3.642035,8.437891,#E7E419
Стриктура уретры,Урологические болезни,-4.2892666,8.4196,#E7E419
Стриктуры жёлчных протоков,Болезни органов пищеварения,5.7229238,5.2224426,#345E8D
Стромальный текоматоз яичников,Женские болезни,-9.477774,10.542915,#29AF7F
Стронгилоидоз,Инфекционные болезни,1.3219049,1.9152163,#42BE71
Субарахноидальное кровоизлияние,Нервные болезни,-0.82862043,-12.1918335,#267F8E
Субдуральная гематома,Нервные болезни,-1.2814565,-12.126033,#267F8E
Субдуральная гигрома,Нервные болезни,-0.13917659,-12.21261,#267F8E
Субдуральная эмпиема,Нервные болезни,-0.55671096,-12.394642,#267F8E
Субинволюция матки,Женские болезни,-9.873346,8.588421,#29AF7F
Субконъюнктивальное кровоизлияние,Глазные болезни,-15.714968,-1.6207149,#79D151
Субкорнеальный пустулезный дерматит,Кожные болезни,-15.320129,-7.0535393,#FDE724
Субмукозная миома матки,Женские болезни,-8.978582,11.239088,#29AF7F
Субпериостальный абсцесс орбиты ,Глазные болезни,-14.576596,-1.1138675,#79D151
Субсерозная миома матки,Женские болезни,-8.893216,10.808287,#29AF7F
Судорожный синдром у детей,Детские болезни,2.263181,-4.4704895,#443982
Суицид,Психические расстройства,-5.6379156,-19.748663,#48196B
Суицидальное поведение детей и подростков,Детские болезни,0.338287,-7.834653,#443982
Сумеречное расстройство сознания,Психические расстройства,-1.3525727,-17.444536,#48196B
Сухая гангрена,Болезни ОДС и травмы,-8.635815,-12.569075,#2D6F8E
Сухие ломкие волосы,Болезни волос,-22.089098,-4.795299,#8DD644
Сухой перикардит,Болезни сердца и сосудов,7.308797,-6.855691,#23888D
Сухой плеврит,Болезни органов дыхания,6.5518103,-1.6375675,#208F8C
Сухость влагалища,Женские болезни,-6.8889856,12.035589,#29AF7F
Сухость кожи,Косметические проблемы,-19.416414,-15.133081,#482374
Сфеноидит,"Болезни уха, горла, носа",-7.354947,-1.2236583,#1E9F88
Сывороточная болезнь,Аллергические болезни,-9.200924,-5.665469,#3D4C89
Сыпной тиф,Инфекционные болезни,0.2893517,0.16771485,#42BE71
Тазовое предлежание плода,Женские болезни,-8.461512,8.870533,#29AF7F
Талассемия,Болезни крови,-3.405112,1.018004,#440154
Тампонада сердца,Болезни сердца и сосудов,7.9815197,-5.649585,#23888D
Тахикардия,Болезни сердца и сосудов,7.385581,-7.088134,#23888D
Тахилалия,Нарушения речи,4.7794957,-12.555394,#BADE27
Текалютеиновая киста яичника,Женские болезни,-8.611281,10.10488,#29AF7F
Темные круги под глазами,Косметические проблемы,-15.474979,-12.641556,#482374
Температурная крапивница ,Кожные болезни,-13.433395,-8.972118,#FDE724
Тендинит,Болезни ОДС и травмы,-9.879944,-14.769953,#2D6F8E
Тендинит ахиллова сухожилия,Болезни ОДС и травмы,-8.219534,-14.607664,#2D6F8E
Тендинит коленного сустава,Болезни ОДС и травмы,-7.062523,-14.268397,#2D6F8E
Тендинит плечевого сустава,Болезни ОДС и травмы,-8.398266,-14.334987,#2D6F8E
Тендовагинит,Болезни ОДС и травмы,-7.3649836,-14.332679,#2D6F8E
Тендовагинит кисти,Болезни ОДС и травмы,-7.7837486,-13.588608,#2D6F8E
Тендовагинит стопы,Болезни ОДС и травмы,-8.829946,-12.804654,#2D6F8E
Тениаринхоз,Инфекционные болезни,0.5558515,0.9128164,#42BE71
Тениоз,Инфекционные болезни,0.79825556,1.2533407,#42BE71
Тенонит,Глазные болезни,-14.708914,-1.8375521,#79D151
Тепловой удар,Болезни ОДС и травмы,-8.134878,-13.88123,#2D6F8E
Тератома,Онкологические болезни,-7.1346397,3.1396515,#404387
Тератома средостения,Онкологические болезни,-5.435301,3.9945428,#404387
Тератома яичника,Женские болезни,-7.5381575,9.456142,#29AF7F
Тетрада Фалло,Болезни сердца и сосудов,7.733118,-6.108986,#23888D
Тетрациклиновые зубы ,Болезни зубов,-19.876545,4.024044,#22A784
Тики у детей,Детские болезни,0.43941915,-3.7428706,#443982
Тимома,Онкологические болезни,-7.6532483,3.8166535,#404387
Тимомегалия,Детские болезни,0.093009,-4.80097,#443982
Тиреоидит,Эндокринные болезни,-5.9734545,4.3270845,#53C567
Токсикодермия,Аллергические болезни,-14.047916,-3.4851763,#3D4C89
Токсикоз беременных,Женские болезни,-8.691943,10.739922,#29AF7F
Токсикомания,Наркологические проблемы,-7.5866947,-20.16482,#64CB5D
Токсическая амблиопия,Глазные болезни,-14.010981,-1.175483,#79D151
Токсическая меланодермия,Кожные болезни,-14.228504,-8.339981,#FDE724
Токсическая эритема ,Кожные болезни,-14.44681,-7.290676,#FDE724
Токсический гепатит,Болезни органов пищеварения,3.9171736,5.131131,#345E8D
Токсический отек легких,Болезни органов дыхания,3.1675944,-2.124225,#208F8C
Токсическое поражение зрительного нерва,Глазные болезни,-14.600705,0.3141358,#79D151
Токсоплазмоз,Инфекционные болезни,-0.49052364,-0.8249603,#42BE71
Токсоплазмоз при беременности,Женские болезни,-8.662309,8.5554495,#29AF7F
Токсоплазмозный увеит,Глазные болезни,-14.735879,-5.08148,#79D151
Тонзиллит у детей,Детские болезни,-0.8004936,-5.331067,#443982
Тонкие волосы,Болезни волос,-21.571066,-4.6657877,#8DD644
Тонкие губы,Эстетические проблемы,-21.130863,-10.2991295,#A5DA35
Торсионная дистония,Нервные болезни,-1.0146136,-10.338343,#267F8E
Травма позвоночника,Болезни ОДС и травмы,-8.148006,-13.620253,#2D6F8E
Травматическая ампутация,Болезни ОДС и травмы,-7.9690948,-14.174346,#2D6F8E
Травматическая болезнь,Болезни ОДС и травмы,-5.332033,-20.638975,#2D6F8E
Травматический дерматит,Кожные болезни,-13.390732,-7.8274775,#FDE724
Травматический периодонтит ,Болезни зубов,-19.089619,3.510036,#22A784
Травматический шок,Болезни ОДС и травмы,-10.358221,-15.085378,#2D6F8E
Травмы глотки,"Болезни уха, горла, носа",-7.6580725,-1.6421483,#1E9F88
Травмы гортани,"Болезни уха, горла, носа",-8.07848,-1.6859674,#1E9F88
Травмы живота,Болезни ОДС и травмы,-7.3772864,-13.197635,#2D6F8E
Травмы зубов,Болезни зубов,-17.60106,3.0214612,#22A784
Травмы и искривления носа,"Болезни уха, горла, носа",-19.868017,-4.7827845,#1E9F88
Травмы коленного сустава,Болезни ОДС и травмы,-7.1110477,-12.292411,#2D6F8E
Травмы органов мошонки,Мужские болезни,-11.715499,2.97344,#35B778
Травмы периферических нервов,Нервные болезни,-2.011007,-11.882829,#267F8E
Травмы печени,Болезни ОДС и травмы,-7.827196,-12.593752,#2D6F8E
Травмы полового члена,Мужские болезни,-12.2023945,-1.7359352,#35B778
Травмы половых органов у девочек,Детские болезни,-1.1315978,-3.6434834,#443982
Травмы придаточных пазух носа,"Болезни уха, горла, носа",-5.008586,-3.1888702,#1E9F88
Травмы суставов,Болезни ОДС и травмы,-8.673208,-13.9968605,#2D6F8E
Травмы уха,"Болезни уха, горла, носа",-5.4417877,-3.1989431,#1E9F88
Транзиторная глобальная амнезия,Нервные болезни,-0.76533675,-11.892694,#267F8E
Транзиторная ишемическая атака,Нервные болезни,-0.59659934,-11.85595,#267F8E
Транспозиция магистральных сосудов,Болезни сердца и сосудов,9.850758,-7.743924,#23888D
Трахеит,"Болезни уха, горла, носа",-6.922756,-3.0736449,#1E9F88
Трахеит у ребенка,Детские болезни,0.41111827,-4.1992097,#443982
Трахеобронхит,Болезни органов дыхания,5.177437,-1.988225,#208F8C
Трахеопищеводный свищ,Болезни органов дыхания,6.155281,-1.9986255,#208F8C
Трахома,Глазные болезни,-15.135164,-1.4099908,#79D151
Тревожное расстройство личности,Психические расстройства,-1.7876384,-19.237698,#48196B
Тремы ,Болезни зубов,-18.273504,4.7113714,#22A784
Трепетание желудочков,Болезни сердца и сосудов,6.857273,-6.9238214,#23888D
Трепетание предсердий,Болезни сердца и сосудов,6.895704,-7.5071545,#23888D
Третичный сифилис,Венерические болезни,-13.087111,8.19366,#1E988A
Трехпредсердное сердце,Болезни сердца и сосудов,9.931969,-4.2480097,#23888D
Трещины сосков ,Болезни молочных желез,-15.25608,3.2808993,#460C5F
Трещины эмали ,Болезни зубов,-22.572176,2.6080396,#22A784
Триада Фалло,Болезни сердца и сосудов,6.840431,-6.614999,#23888D
Трижды негативный рак молочной железы,Онкологические болезни,-6.5383573,3.7686121,#404387
Трикуспидальная недостаточность,Болезни сердца и сосудов,6.6786814,-7.5894694,#23888D
Трикуспидальный стеноз,Болезни сердца и сосудов,8.39542,-7.118602,#23888D
Трихиаз,Глазные болезни,-13.219687,-0.13153528,#79D151
Трихомониаз ,Венерические болезни,-14.654944,8.741077,#1E988A
